Frame,Predict
69,d
70,c
71,c
72,c
73,c
74,c
75,c
76,c
77,c
78,c
79,c
80,c
81,c
82,c
83,c
84,c
85,c
86,c
87,c
88,c
89,c
90,c
91,c
92,d
93,d
94,y1
95,y1
96,g
97,h
98,h
99,h
100,h
101,h
102,h
103,h
104,h
105,h
106,h
107,h
108,h
109,h
110,h
111,h
112,h
113,h
114,h
115,h
116,h
117,h
118,h
119,l
120,r
121,r
122,r
123,r
124,r
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,3
152,3
153,3
154,3
155,3
