Frame,Predict
8,p
9,t
10,t
11,t
12,t
13,t
14,t
15,t
16,t
17,t
18,t
19,t
20,t
21,t
22,t
23,t
24,t
25,t
26,t
27,t
28,t
29,t
30,t
31,t
32,t
33,t
34,t
35,t
36,t
37,t
38,t
39,t
40,t
41,t
42,h
43,h
44,h
45,h
46,h
47,h
48,h
49,h
50,h
51,h
52,h
53,h
54,h
55,h
56,h
57,h
58,h
59,h
60,h
61,h
62,h
63,h
64,h
65,h
66,h
67,t
68,l
69,l
70,l
71,l
72,r
73,r
74,r
75,r
76,r
77,r
78,r
79,r
80,r
81,r
82,r
83,r
84,r
85,r
86,r
87,r
88,r
89,r
90,r
91,r
92,r
93,r
94,r
95,r
96,r
97,r
98,r
99,r
100,r
101,r
102,r
103,r
104,r
105,r
106,l
107,l
