Frame,Predict
25,l
26,l
27,l
28,l
29,l
30,l
31,l
32,l
33,l
34,l
35,l
36,l
37,l
38,l
39,l
40,l
41,l
42,l
43,l
44,l
45,l
46,l
47,l
48,l
49,l
50,l
51,l
52,l
53,l
54,l
55,l
56,l
57,l
58,l
59,l
60,l
61,l
62,l
63,l
64,l
65,l
66,l
67,l
68,l
69,l
70,l
71,l
72,l
73,l
74,l
75,l
76,l
77,l
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,t
