Frame,Predict
13,t
14,t
15,t
16,t
17,f
18,f
19,f
20,f
21,f
22,f
23,f
24,f
25,f
26,f
27,f
28,f
29,f
30,f
31,f
32,f
33,f
34,f
35,f
36,f
37,f
38,f
39,f
40,f
41,f
42,f
43,f
44,f
45,f
46,f
47,f
48,f
49,f
50,f
51,f
52,f
53,f
54,f
55,f
56,f
57,f
58,f
59,f
60,f
61,f
62,f
63,f
64,f
65,f
66,f
67,f
68,f
69,f
70,f
71,f
72,f
73,f
74,f
75,f
76,f
77,f
78,f
79,f
80,f
81,f
82,f
83,f
84,f
85,f
86,f
87,f
88,f
89,f
90,f
91,a
92,5
93,5
94,5
95,y2
96,y2
97,r
98,r
101,2
102,2
103,l
115,a
116,l
117,l
130,l
133,t
134,f
135,g
151,l
152,t
153,3
154,3
155,l
156,l
157,3
158,h
159,l
160,t
161,t
169,l
170,l
173,r
174,d
