Frame,Predict
36,c
37,c
38,c
39,c
40,c
41,c
42,c
43,c
44,c
45,c
46,c
47,c
48,c
49,c
50,c
51,c
52,c
53,c
54,c
55,c
56,c
57,c
58,c
59,c
60,c
61,c
62,c
63,c
64,c
65,c
66,c
67,c
68,c
69,c
70,c
71,c
72,c
73,c
74,c
75,c
76,c
77,c
78,c
79,c
80,c
81,c
82,c
83,c
84,c
85,c
86,c
87,c
88,c
89,c
90,c
91,c
92,c
93,c
94,c
95,c
96,c
97,c
98,c
99,c
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,l
113,l
114,h
115,h
116,h
117,h
118,h
119,h
120,h
121,h
122,h
123,h
124,h
125,h
126,h
127,h
128,h
129,h
130,h
131,h
132,h
133,h
134,h
135,h
136,h
137,h
138,h
139,h
140,h
141,h
142,h
143,h
144,h
145,h
146,h
147,h
148,h
149,h
150,h
151,h
152,h
153,h
154,h
155,3
156,3
157,3
158,3
159,3
160,h
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,3
175,3
176,3
177,3
178,3
179,3
180,3
181,3
182,3
183,3
184,3
185,3
186,3
187,3
188,3
189,3
190,3
191,3
192,3
193,3
194,3
195,3
196,h
197,h
198,3
199,3
200,3
201,3
202,3
203,h
204,3
205,3
206,3
207,3
208,3
209,3
210,3
211,h
212,3
213,3
214,3
215,3
