Frame,Predict
7,t
8,t
9,t
10,t
11,t
12,t
13,t
14,t
15,t
16,t
17,t
18,t
19,t
20,t
21,t
22,t
23,t
24,t
25,t
26,t
27,t
28,t
29,t
30,t
31,t
32,t
33,t
34,t
35,t
36,t
37,t
38,t
39,t
40,t
41,t
42,t
43,t
44,t
45,t
46,t
47,t
48,t
49,t
50,t
51,t
52,t
53,t
54,t
55,t
56,t
57,t
58,t
59,t
60,t
61,t
62,t
63,t
64,t
65,t
66,t
67,t
68,t
69,t
70,t
71,t
72,t
73,t
74,k
75,k
76,k
77,k
78,k
79,2
80,2
85,q
86,q
88,2
89,2
90,2
91,y1
92,g
93,y1
94,y1
95,y1
96,y1
97,2
98,2
99,y1
100,y1
101,y1
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,g
115,2
116,2
117,2
118,2
119,2
120,2
121,2
122,2
123,2
124,2
125,2
126,2
127,2
128,2
129,2
130,2
131,2
132,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,y1
149,g
150,y1
