Frame,Predict
30,b
31,b
32,b
33,b
34,b
36,k
37,k
38,k
39,k
40,k
41,k
42,k
43,k
44,k
45,k
46,k
47,k
48,k
49,k
50,k
51,k
52,k
53,k
54,k
55,k
56,k
57,k
58,k
59,k
60,k
61,k
62,k
63,k
64,k
65,k
66,k
67,k
68,k
69,k
70,k
71,k
72,k
73,k
74,k
75,k
76,k
77,k
78,k
79,k
80,k
81,k
82,k
83,k
84,k
85,k
86,k
87,k
88,k
89,k
90,k
91,k
92,k
93,k
94,k
95,k
96,k
97,k
98,k
99,k
100,k
101,k
102,k
103,k
104,k
105,k
106,k
107,k
108,k
109,k
110,k
111,k
112,k
113,k
114,k
115,k
116,k
117,k
118,k
119,k
120,3
121,3
122,r
123,r
124,r
125,r
126,1
127,1
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,3
153,3
154,2
155,2
156,2
157,2
158,3
159,2
160,2
161,2
162,2
163,2
164,3
165,3
166,2
167,3
168,2
169,2
170,2
171,2
172,2
173,2
174,2
175,2
176,2
177,2
178,2
179,2
180,2
181,2
182,2
183,2
184,2
185,3
186,2
187,2
188,2
189,2
190,2
191,2
192,2
193,2
194,2
195,3
196,2
197,2
198,2
199,2
200,2
201,2
202,2
203,2
204,2
205,2
206,2
207,2
208,2
209,2
210,2
211,2
212,3
213,3
214,3
215,2
216,2
217,2
218,2
219,2
220,2
221,2
