Frame,Predict
21,s
22,s
23,s
24,s
25,t
26,t
27,t
28,t
29,t
30,t
31,t
32,t
33,t
34,t
35,t
36,t
37,t
38,t
39,t
40,t
41,t
42,t
43,t
44,t
45,t
46,t
47,t
48,t
49,t
50,t
51,t
52,t
53,t
54,t
55,t
56,t
57,t
58,t
59,t
60,t
61,t
62,t
63,t
64,t
65,t
66,t
67,t
68,t
69,k
70,k
71,k
72,k
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
