Frame,Predict
6,g
7,g
8,g
9,g
10,p
11,p
12,p
13,p
14,p
15,p
16,p
17,p
18,p
19,p
20,p
21,p
22,p
23,p
24,p
25,p
26,p
27,p
28,p
29,p
30,p
31,p
32,p
33,p
34,p
35,p
36,p
37,p
38,p
39,p
40,p
41,p
42,p
43,p
44,p
45,p
46,p
47,p
48,p
49,p
50,p
51,p
52,p
53,p
54,p
55,p
56,p
57,p
58,p
59,p
60,p
61,p
62,p
63,p
64,p
65,p
66,p
67,p
68,p
69,p
70,l
71,t
72,l
73,l
74,l
75,l
76,l
77,l
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,l
135,l
136,l
137,l
138,m
139,m
140,p
141,p
