Frame,Predict
11,m
12,m
13,m
14,m
15,g
16,g
17,y1
18,y1
19,y1
20,y1
21,y1
22,y1
23,y1
24,y1
25,y1
26,y1
27,y1
28,y1
29,y1
30,y1
31,y1
32,y1
33,y1
34,y1
35,y1
36,y1
37,y1
38,y1
39,y1
40,y1
41,y1
42,y1
43,y1
44,y1
45,y1
46,y1
47,y1
48,y1
49,y1
50,y1
51,y1
52,y1
53,y1
54,y1
55,y1
56,y1
57,y1
58,y1
59,y1
60,y1
61,y1
62,y1
63,y1
64,y1
65,y1
66,y1
67,y1
68,y1
69,y1
70,y1
71,y1
72,y1
73,y1
74,y1
75,y1
76,y1
77,y1
78,y1
79,y1
80,y1
81,y1
82,y1
83,y1
84,y1
85,y1
86,y1
87,a
88,a
89,a
90,a
91,m
92,m
93,m
94,p
95,q
96,q
97,q
98,q
