Frame,Predict
6,f
7,f
8,f
9,f
10,f
11,f
12,f
13,f
14,f
15,f
16,f
17,f
18,f
19,f
20,f
21,f
22,f
23,f
24,f
25,f
26,f
27,f
28,f
29,f
30,f
31,f
32,f
33,f
34,f
35,f
36,f
37,f
38,f
39,f
40,f
41,f
42,f
43,f
44,f
45,f
46,f
47,f
48,f
49,f
50,f
51,f
52,f
53,f
54,5
55,m
56,m
57,m
58,t
59,t
60,t
61,t
62,1
63,r
64,r
65,r
66,1
67,1
68,1
69,1
70,1
71,1
72,1
73,1
74,1
75,1
76,1
77,1
78,1
79,1
80,1
81,1
82,1
83,1
84,1
85,1
86,1
87,1
88,1
89,1
90,1
91,1
92,1
93,1
94,1
95,1
96,1
97,1
98,r
99,r
100,r
101,r
102,t
103,t
104,t
105,t
