Frame,Predict
26,y1
27,y1
28,y1
29,y1
30,5
31,5
32,5
33,5
34,c
35,c
36,c
37,c
38,c
39,c
40,c
41,c
42,c
43,c
44,c
45,c
46,c
47,c
48,c
49,c
50,c
51,c
52,c
53,c
54,c
55,c
56,c
57,c
58,c
59,c
60,c
61,c
62,c
63,c
64,c
65,c
66,c
67,c
68,c
69,c
70,c
71,c
72,c
73,c
74,c
75,c
76,c
77,c
78,c
79,c
80,c
81,c
82,w
83,w
84,w
85,w
86,3
87,3
88,3
89,3
90,h
91,h
92,h
93,h
94,h
95,h
96,h
97,h
98,h
99,h
100,h
101,h
102,h
103,h
104,h
105,h
106,h
107,h
108,h
109,h
110,h
111,h
112,h
113,h
114,h
115,h
116,h
117,h
118,h
119,h
120,h
121,h
122,h
123,h
124,h
125,h
126,h
127,h
128,h
129,h
130,h
131,h
132,h
133,h
134,h
135,h
136,h
137,h
138,h
139,h
140,h
141,h
142,q
143,q
144,q
145,q
