Frame,Predict
40,a
41,a
42,l
43,3
44,3
45,3
46,3
47,3
48,2
49,2
50,2
51,2
52,2
53,2
54,3
55,n
56,n
57,n
58,n
59,n
60,n
61,n
62,n
63,n
64,n
65,n
66,n
67,n
68,n
69,n
70,n
71,n
72,n
73,n
74,n
75,n
76,n
77,n
78,n
79,n
80,n
81,n
82,n
83,n
84,n
85,n
86,n
87,n
88,n
89,n
90,n
91,n
92,n
93,n
94,n
95,t
96,t
97,1
98,1
99,1
100,1
101,1
102,1
103,1
104,1
105,1
106,1
107,1
108,1
109,1
110,1
111,1
112,1
113,1
114,1
115,1
116,1
117,1
118,1
119,1
120,1
121,1
122,1
123,1
124,1
125,1
126,1
127,1
128,1
129,1
130,1
131,1
132,1
133,1
134,1
135,1
136,1
137,1
138,1
139,1
140,1
141,1
142,1
143,1
144,1
145,1
146,1
147,1
148,1
149,1
150,1
151,1
152,1
153,1
154,1
155,1
156,1
157,1
158,l
159,f
160,p
161,m
