Frame,Predict
34,p
35,p
36,3
37,3
38,t
39,t
40,t
41,t
42,t
43,t
44,t
45,t
46,t
47,t
48,t
49,t
50,t
51,t
52,t
53,t
54,t
55,t
56,t
57,t
58,t
59,t
60,t
61,t
62,t
63,t
64,t
65,t
66,t
67,t
68,t
69,t
70,t
71,t
72,t
73,t
74,t
75,t
76,t
77,t
78,t
79,t
80,t
81,t
82,t
83,t
84,t
85,t
86,t
87,t
88,g
89,g
90,h
91,h
92,h
93,h
94,h
95,h
96,h
97,h
98,h
99,h
100,h
101,h
102,h
103,h
104,h
105,h
106,h
107,h
108,h
109,h
110,h
111,h
112,h
113,h
114,h
115,h
116,h
117,h
118,h
119,h
120,h
121,h
122,h
123,h
124,h
125,h
126,h
127,h
128,h
129,h
130,h
131,h
132,h
133,h
134,h
135,h
136,h
137,h
138,h
139,h
140,h
141,h
142,h
143,h
144,h
145,h
146,h
147,h
148,h
149,h
150,h
151,h
152,g
153,g
154,a
155,a
