Frame,Predict
7,c
8,y1
9,y1
10,y1
11,y1
12,y1
13,y1
14,y1
15,y1
16,y1
17,y1
18,y1
19,y1
20,y1
21,y1
22,y1
23,y1
24,y1
25,a
26,y1
27,y1
28,y1
29,a
30,a
31,a
32,y1
33,a
34,a
35,a
36,a
37,a
38,a
39,a
40,a
41,a
42,a
43,a
44,a
45,a
46,a
47,a
48,a
49,a
50,a
51,a
52,a
53,y1
54,a
55,a
56,t
57,y2
58,y2
59,y2
60,y2
61,y2
62,y2
63,y2
64,y2
65,y2
66,y2
67,y2
68,y2
69,y2
70,y2
71,y2
72,y2
73,y2
74,y2
75,y2
76,y2
77,y2
78,y2
79,y2
80,y2
81,y2
82,y2
83,y2
84,y2
85,y2
86,y2
87,y2
88,y2
89,y2
90,y2
91,y2
92,y2
93,y2
94,y2
95,y2
96,y2
97,y2
98,y2
99,y2
100,l
101,l
