Frame,Predict
9,q
10,p
11,p
12,t
13,t
14,t
15,t
16,t
17,t
18,t
19,t
20,t
21,t
22,t
23,t
24,t
25,t
26,t
27,t
28,t
29,t
30,t
31,t
32,t
33,t
34,t
35,t
36,t
37,t
38,t
39,t
40,t
41,t
42,t
43,t
44,t
45,t
46,t
47,t
48,t
49,t
50,t
51,t
52,t
53,t
54,t
55,t
56,t
57,t
58,t
59,t
60,t
61,t
62,t
63,l
64,l
65,l
66,l
67,t
68,t
69,t
70,t
71,t
72,t
73,t
74,t
75,t
76,t
77,t
78,t
79,t
80,t
81,t
82,t
83,t
84,t
85,t
86,t
87,t
88,t
89,t
90,t
91,t
92,t
93,t
94,t
95,t
96,t
97,t
98,t
99,t
100,t
101,t
102,t
103,t
104,t
105,t
106,t
107,t
108,t
109,t
110,t
111,1
112,1
113,1
114,1
115,1
116,1
117,1
