Frame,Predict
1,k
2,k
3,k
4,k
5,k
6,k
7,k
8,k
9,k
10,k
11,k
12,k
13,k
14,k
15,k
16,k
17,k
18,k
19,k
20,k
21,k
22,k
23,k
24,k
25,k
26,k
27,k
28,k
29,k
30,k
31,k
32,k
33,k
34,k
35,k
36,k
37,k
38,k
39,k
40,k
41,k
42,k
43,k
44,k
45,k
46,k
47,k
48,k
49,k
50,k
51,k
52,k
53,k
54,k
55,k
56,k
57,k
58,k
59,2
60,2
61,2
62,2
63,2
64,2
65,2
66,2
67,2
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,k
104,2
