Frame,Predict
18,q
19,q
22,q
23,q
24,q
25,q
26,y1
27,y1
28,c
29,c
30,y1
31,y1
32,y1
33,y1
34,y1
35,y1
36,a
37,a
38,a
39,a
40,a
41,a
42,a
43,a
44,y1
45,y1
46,a
47,a
48,y1
49,y1
50,y1
51,y1
52,y1
53,y1
54,y1
55,y1
56,y1
57,y1
58,y1
59,y1
60,y1
61,y1
62,a
63,a
64,y2
65,y2
66,y2
67,y2
68,y2
69,y2
70,y2
71,y2
72,y2
73,y2
74,y2
75,y2
76,y2
77,y2
78,y2
79,y2
80,y2
81,y2
82,y2
83,y2
84,y2
85,y2
86,y2
87,y2
88,y2
89,y2
90,y2
91,y2
92,y2
93,y2
94,y2
95,y2
96,y2
97,y2
98,y2
99,y2
100,y2
101,y2
102,y1
103,y1
