Frame,Predict
4,q
5,q
6,k
7,2
8,k
9,k
10,k
11,k
12,k
13,k
14,k
15,k
16,k
17,k
18,k
19,k
20,k
21,k
22,k
23,k
24,k
25,k
26,k
27,k
28,k
29,k
30,k
31,k
32,k
33,k
34,k
35,k
36,k
37,k
38,k
39,k
40,k
41,k
42,k
43,k
44,k
45,k
46,k
47,k
48,k
49,k
50,k
51,k
52,k
53,k
54,k
55,k
56,k
57,k
58,k
59,k
60,k
61,k
62,k
63,k
64,k
65,k
66,1
67,1
68,2
69,2
70,2
71,2
72,2
73,2
74,2
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,2
103,2
104,2
105,2
106,2
107,2
108,2
109,2
110,2
111,2
112,2
113,2
114,2
115,2
116,2
117,2
