Frame,Predict
13,a
14,a
15,c
16,c
17,c
18,c
19,c
20,c
21,c
22,c
23,c
24,c
25,c
26,c
27,c
28,c
29,c
30,c
31,c
32,c
33,c
34,c
35,c
36,c
37,c
38,c
39,c
40,c
41,c
42,c
43,c
44,c
45,c
46,c
47,c
48,c
49,c
50,c
51,c
52,c
53,3
54,3
55,3
56,3
57,3
58,3
59,h
60,h
61,h
62,h
63,b
64,4
65,h
66,h
67,h
68,h
69,h
70,h
71,h
72,h
73,h
74,h
75,h
76,h
77,h
78,h
79,h
80,h
81,h
82,h
83,h
84,h
85,h
86,h
87,h
88,h
89,h
90,h
91,h
92,h
93,h
94,h
95,h
96,h
97,t
98,t
99,t
100,t
101,r
102,r
103,r
104,r
105,1
106,1
107,l
108,1
109,l
110,l
111,l
112,l
113,l
114,l
115,l
116,l
117,l
118,l
119,l
120,l
121,l
122,l
123,l
124,l
125,l
126,l
127,l
128,l
129,l
130,l
131,l
132,l
133,l
134,l
