Move,0_WRIST_X,0_WRIST_Y,0_WRIST_Z,1_THUMB_CMC_X,1_THUMB_CMC_Y,1_THUMB_CMC_Z,2_THUMB_MCP_X,2_THUMB_MCP_Y,2_THUMB_MCP_Z,3_THUMB_IP_X,3_THUMB_IP_Y,3_THUMB_IP_Z,4_THUMB_TIP_X,4_THUMB_TIP_Y,4_THUMB_TIP_Z,5_INDEX_FINGER_MCP_X,5_INDEX_FINGER_MCP_Y,5_INDEX_FINGER_MCP_Z,6_INDEX_FINGER_PIP_X,6_INDEX_FINGER_PIP_Y,6_INDEX_FINGER_PIP_Z,7_INDEX_FINGER_DIP_X,7_INDEX_FINGER_DIP_Y,7_INDEX_FINGER_DIP_Z,8_INDEX_FINGER_TIP_X,8_INDEX_FINGER_TIP_Y,8_INDEX_FINGER_TIP_Z,9_MIDDLE_FINGER_MCP_X,9_MIDDLE_FINGER_MCP_Y,9_MIDDLE_FINGER_MCP_Z,10_MIDDLE_FINGER_PIP_X,10_MIDDLE_FINGER_PIP_Y,10_MIDDLE_FINGER_PIP_Z,11_MIDDLE_FINGER_DIP_X,11_MIDDLE_FINGER_DIP_Y,11_MIDDLE_FINGER_DIP_Z,12_MIDDLE_FINGER_TIP_X,12_MIDDLE_FINGER_TIP_Y,12_MIDDLE_FINGER_TIP_Z,13_RING_FINGER_MCP_X,13_RING_FINGER_MCP_Y,13_RING_FINGER_MCP_Z,14_RING_FINGER_PIP_X,14_RING_FINGER_PIP_Y,14_RING_FINGER_PIP_Z,15_RING_FINGER_DIP_X,15_RING_FINGER_DIP_Y,15_RING_FINGER_DIP_Z,16_RING_FINGER_TIP_X,16_RING_FINGER_TIP_Y,16_RING_FINGER_TIP_Z,17_PINKY_MCP_X,17_PINKY_MCP_Y,17_PINKY_MCP_Z,18_PINKY_PIP_X,18_PINKY_PIP_Y,18_PINKY_PIP_Z,19_PINKY_DIP_X,19_PINKY_DIP_Y,19_PINKY_DIP_Z,20_PINKY_TIP_X,20_PINKY_TIP_Y,20_PINKY_TIP_Z
k,0.5271879434585571,0.7297676801681519,6.912692924743169e-07,0.5670567750930786,0.6157273650169373,-0.0144839659333229,0.5776225924491882,0.4822882413864136,-0.0270534325391054,0.5754528045654297,0.3786325454711914,-0.044110994786024,0.5654252767562866,0.2846630215644836,-0.0593349114060401,0.5058252215385437,0.3658532798290252,-0.0163105111569166,0.5053953528404236,0.2309021204710006,-0.0460090413689613,0.5013079047203064,0.1420317888259887,-0.0617101639509201,0.4956890642642975,0.0610149800777435,-0.0704570263624191,0.4742709994316101,0.3878990709781647,-0.027015196159482,0.529540479183197,0.2826673984527588,-0.0662589445710182,0.5680136680603027,0.2093337476253509,-0.0801821425557136,0.5985888838768005,0.150473341345787,-0.0829764455556869,0.4524154961109161,0.4345331490039825,-0.0410443805158138,0.5450360178947449,0.4222212135791778,-0.0843724012374877,0.5593886375427246,0.5221999883651733,-0.0818261206150055,0.5591695308685303,0.58968186378479,-0.0679203122854232,0.4422312378883362,0.497758686542511,-0.0574258491396904,0.5198567509651184,0.491589605808258,-0.0874644666910171,0.5339276194572449,0.5651229619979858,-0.0843177884817123,0.5275915265083313,0.6144154667854309,-0.073765829205513
k,0.2812206447124481,0.7295504808425903,5.518728585229837e-07,0.314398854970932,0.6544394493103027,-0.0191085990518331,0.3186240196228027,0.5407736301422119,-0.0270743817090988,0.3076260387897491,0.4584910273551941,-0.0369732156395912,0.3034302294254303,0.3836373090744018,-0.0446788147091865,0.2771251797676086,0.4571079909801483,-0.0119918873533606,0.2721428573131561,0.3470267057418823,-0.03430612757802,0.2680551707744598,0.274977445602417,-0.0450582914054393,0.2623595595359802,0.2113415598869323,-0.0495259836316108,0.2507056891918182,0.4693633317947387,-0.0155970202758908,0.270325243473053,0.3720359802246094,-0.0455012619495391,0.2929497063159942,0.3111953437328338,-0.0555824525654315,0.3108372688293457,0.2591278553009033,-0.0555888302624225,0.2265833914279937,0.4953793883323669,-0.0229006856679916,0.2757715582847595,0.4625818133354187,-0.0643375068902969,0.2931328117847442,0.544547438621521,-0.063442662358284,0.2997346222400665,0.602633535861969,-0.0483147129416465,0.2085393220186233,0.5345907211303711,-0.0315887555480003,0.2539167106151581,0.5058741569519043,-0.0591739267110824,0.271123856306076,0.5648990273475647,-0.0543528273701667,0.2755118012428283,0.6104085445404053,-0.0417634323239326
k,0.38559290766716,0.8965076208114624,5.121138428876293e-07,0.4348070919513702,0.8150215148925781,-0.0179832931607961,0.4572130143642425,0.7017430067062378,-0.031302873045206,0.4603915810585022,0.6170260906219482,-0.046538095921278,0.4553128778934479,0.5317246913909912,-0.0597696043550968,0.3984493315219879,0.584889829158783,-0.0269813910126686,0.4091619849205017,0.4647656083106994,-0.0539803020656108,0.412614107131958,0.3871176838874817,-0.0684912800788879,0.4145182073116302,0.3156119287014007,-0.0779420360922813,0.3657310307025909,0.5976982712745667,-0.0352673418819904,0.4175168871879577,0.5293886661529541,-0.0697939619421958,0.4543727338314056,0.4835068583488464,-0.0825822427868843,0.481254905462265,0.4421401619911194,-0.0873067304491996,0.3432173728942871,0.6379290223121643,-0.0462700240314006,0.4252430200576782,0.6404839754104614,-0.0835642591118812,0.4304734766483307,0.7206019759178162,-0.0822848230600357,0.4198302626609802,0.7619185447692871,-0.0734058693051338,0.3347684741020202,0.6930876970291138,-0.0595634616911411,0.4055599570274353,0.7010267972946167,-0.0863437056541442,0.4112744033336639,0.7596529126167297,-0.0848667547106742,0.397625058889389,0.7877246141433716,-0.0783414468169212
k,0.5421962141990662,0.9337310791015624,6.99082420396735e-07,0.5864108800888062,0.8196548223495483,-0.0143501311540603,0.5983153581619263,0.6945294737815857,-0.0274626612663269,0.5940637588500977,0.6028290390968323,-0.0441774800419807,0.588454008102417,0.513022780418396,-0.0584778897464275,0.5164055824279785,0.583619236946106,-0.0198251698166131,0.5303331017494202,0.4558334946632385,-0.0513954311609268,0.5341795682907104,0.366542100906372,-0.0698838755488395,0.5353028178215027,0.2870478630065918,-0.0808745920658111,0.4875264763832092,0.6070611476898193,-0.0313982330262661,0.5467808246612549,0.5201419591903687,-0.0690596103668212,0.589023232460022,0.4685238301753998,-0.0829384550452232,0.6192623376846313,0.4221999049186706,-0.0876794159412384,0.4713760912418365,0.6546024084091187,-0.0460009910166263,0.5590461492538452,0.6373438239097595,-0.0881882682442665,0.5716175436973572,0.7249054908752441,-0.0836493745446205,0.5659950375556946,0.7769110798835754,-0.069830872118473,0.4684143960475921,0.7189536094665527,-0.0626408904790878,0.5413491129875183,0.7057080268859863,-0.08961171656847,0.5526739954948425,0.7620000839233398,-0.0824582204222679,0.5432402491569519,0.7970191240310669,-0.0702429041266441
k,0.4453914761543274,0.7642115950584412,5.230036208558886e-07,0.4805951118469238,0.6573634743690491,-0.0165504626929759,0.484089732170105,0.5321652293205261,-0.0271143373101949,0.464450478553772,0.4439727067947387,-0.0412084646522998,0.4417792856693268,0.3710032105445862,-0.0523244738578796,0.4244426488876343,0.4426256716251373,-0.0189121961593627,0.4200654327869415,0.3080462217330932,-0.0465183146297931,0.413922905921936,0.2339912950992584,-0.0592928826808929,0.4053811132907867,0.1666195094585418,-0.064824566245079,0.3947154879570007,0.4678308069705963,-0.0263752806931734,0.4268972873687744,0.3811096847057342,-0.0648044571280479,0.4502919912338257,0.3245085179805755,-0.0766914114356041,0.4662223160266876,0.2746604681015014,-0.0771521776914596,0.3738807737827301,0.5053992867469788,-0.0369539111852645,0.4407819211483001,0.4824898540973663,-0.0828099027276039,0.4634334743022918,0.5717493295669556,-0.0798151716589927,0.4705254733562469,0.633857011795044,-0.063039444386959,0.3635043799877167,0.5528250932693481,-0.0492114014923572,0.4281476736068725,0.5429736375808716,-0.0770584642887115,0.4456898272037506,0.6052702069282532,-0.0710652992129325,0.4483520090579986,0.652397871017456,-0.0575897134840488
k,0.5308303833007812,0.7580472826957703,5.137138714417233e-07,0.5703673958778381,0.6827579736709595,-0.0130281494930386,0.5896502733230591,0.573199450969696,-0.0257096868008375,0.5939496755599976,0.4858578443527221,-0.0418412424623966,0.5917394757270813,0.4060535430908203,-0.0558021292090415,0.532067060470581,0.4530912637710571,-0.0226581003516912,0.5269160270690918,0.329337477684021,-0.050068873912096,0.5187820196151733,0.248470738530159,-0.0644134655594825,0.5106348991394043,0.1786585450172424,-0.0730652138590812,0.5038996934890747,0.4681124687194824,-0.0329630635678768,0.5566679835319519,0.3934078514575958,-0.0682718977332115,0.592667818069458,0.3442412614822387,-0.0799394324421882,0.6192910075187683,0.3030114471912384,-0.0828854814171791,0.4844171404838562,0.5061032772064209,-0.0455642901360988,0.5622314810752869,0.50467449426651,-0.0836254358291626,0.5667756795883179,0.5864658355712891,-0.0792963579297065,0.5586806535720825,0.6351176500320435,-0.0669205710291862,0.4759912192821502,0.5594329833984375,-0.0600382983684539,0.5408483147621155,0.5614495277404785,-0.0866084173321724,0.5461018681526184,0.6208512187004089,-0.0812029838562011,0.5343382954597473,0.6559430360794067,-0.070542886853218
k,0.3790599107742309,0.7755540609359741,6.073782401472272e-07,0.4243888258934021,0.7224940061569214,-0.024641465395689,0.4437507390975952,0.609916090965271,-0.0391013659536838,0.4430655241012573,0.5201938152313232,-0.0535726100206375,0.4390338361263275,0.4371792674064636,-0.0655677393078804,0.3931236863136291,0.4935881197452545,-0.0338239185512065,0.4070332050323486,0.3746815919876098,-0.0632972121238708,0.4154054224491119,0.2926472127437591,-0.0785434395074844,0.4198788702487945,0.223240852355957,-0.0870303139090538,0.3619379699230194,0.5046907663345337,-0.0384562984108924,0.4027039110660553,0.4277539253234863,-0.0763550102710723,0.434880793094635,0.3737728595733642,-0.0896547511219978,0.4592014849185943,0.3314031958580017,-0.0926374569535255,0.3421102166175842,0.5399060249328613,-0.0459218770265579,0.4172744750976562,0.532532811164856,-0.0880294665694236,0.4350165724754333,0.6146563291549683,-0.0840393304824829,0.4379807710647583,0.6701802611351013,-0.0697175860404968,0.3352094888687134,0.5903177261352539,-0.0560662746429443,0.4046448171138763,0.593813419342041,-0.0862797275185585,0.4174977540969848,0.6548187732696533,-0.082813873887062,0.4153493046760559,0.6964142322540283,-0.0721612721681594
k,0.4738557040691376,0.8845832347869873,4.874196974924416e-07,0.5175503492355347,0.8007258176803589,-0.0179515909403562,0.5367628335952759,0.6758831739425659,-0.0278813894838094,0.540254533290863,0.5793104767799377,-0.040317989885807,0.5317752957344055,0.4912456572055816,-0.050408486276865,0.485401302576065,0.5729496479034424,-0.0174848958849906,0.4909928143024444,0.4450817704200744,-0.042634543031454,0.4924016296863556,0.3648563027381897,-0.0555745027959346,0.4920946359634399,0.2919613718986511,-0.0625966340303421,0.4520269334316253,0.5815401077270508,-0.0237978901714086,0.4893015027046203,0.5072206258773804,-0.0565503537654876,0.5205606818199158,0.463954895734787,-0.0671526938676834,0.5441678166389465,0.4266881048679352,-0.0689289271831512,0.4247001409530639,0.61173415184021,-0.0334944501519203,0.4903616309165954,0.6083516478538513,-0.0715544447302818,0.4978764653205871,0.6924857497215271,-0.0684161633253097,0.4935337901115417,0.7456151843070984,-0.0554480738937854,0.4078038036823272,0.6592472791671753,-0.0454792827367782,0.4682912528514862,0.6651184558868408,-0.0705522671341896,0.4760318696498871,0.7248976826667786,-0.0665507912635803,0.468440294265747,0.7612190246582031,-0.0566451773047447
k,0.4013210237026214,0.7616767883300781,5.091756065667141e-07,0.4375018179416656,0.6971484422683716,-0.0164416991174221,0.4489034116268158,0.5893327593803406,-0.0275640822947025,0.4464876055717468,0.5074564218521118,-0.0397986397147178,0.4432243406772613,0.4323453903198242,-0.0504359193146228,0.4016819894313812,0.4978224337100982,-0.0217893403023481,0.4066371917724609,0.3924013376235962,-0.0461614206433296,0.4079287648200989,0.3182404041290283,-0.0587422139942646,0.4084435999393463,0.2551326751708984,-0.0659660995006561,0.371644377708435,0.506504476070404,-0.0273517705500125,0.4054890871047973,0.4421708583831787,-0.0583731643855571,0.4318063855171203,0.3954971134662628,-0.0689769610762596,0.4515242278575897,0.3555927276611328,-0.0711448490619659,0.3484452962875366,0.5383762717247009,-0.0353765897452831,0.4079408347606659,0.5445430874824524,-0.068827137351036,0.4180493056774139,0.6157673597335815,-0.0668716803193092,0.4158757328987121,0.6570188999176025,-0.0569385029375553,0.3359018266201019,0.5847145915031433,-0.0454152338206768,0.3899041712284088,0.5973309874534607,-0.0688578635454177,0.3995343446731567,0.6486436128616333,-0.0674252733588218,0.3925284743309021,0.6746088266372681,-0.0604990050196647
k,0.5548973679542542,0.7961935997009277,6.810543595747731e-07,0.6122499704360962,0.7054474949836731,-0.0178657136857509,0.62381911277771,0.600483775138855,-0.035631027072668,0.6239693760871887,0.5148289203643799,-0.0556222461163997,0.6296374201774597,0.4276131987571716,-0.0720064640045166,0.562268853187561,0.5040773153305054,-0.0397957675158977,0.5782058835029602,0.3719401359558105,-0.0738352388143539,0.5865707993507385,0.2826281785964966,-0.0926090776920318,0.5878488421440125,0.2066356837749481,-0.1047222763299942,0.5395182371139526,0.5220693945884705,-0.0499131456017494,0.592311441898346,0.4366499185562134,-0.0953628793358802,0.6259987950325012,0.3717360198497772,-0.1141922771930694,0.6515530347824097,0.3199590742588043,-0.1218966022133827,0.5321993231773376,0.571142315864563,-0.0611453466117382,0.6236488223075867,0.5726650357246399,-0.1047481149435043,0.6448484659194946,0.643888533115387,-0.0987352803349495,0.65052729845047,0.6873615980148315,-0.0838947668671608,0.5402887463569641,0.6341618895530701,-0.0748255997896194,0.6145833134651184,0.6319758296012878,-0.1054365262389183,0.6478589177131653,0.664705216884613,-0.1009740829467773,0.6679899096488953,0.6899387836456299,-0.0899451896548271
