Frame,Predict
1,k
2,k
3,k
4,k
5,k
6,k
7,k
8,k
9,k
10,k
11,k
12,k
13,k
14,k
15,k
16,k
17,k
18,k
19,k
20,k
21,k
22,k
23,k
24,k
25,k
26,k
27,k
28,k
29,k
30,k
31,k
32,k
33,k
34,k
35,k
36,k
37,k
38,k
39,k
40,k
41,k
42,k
43,k
44,k
45,k
46,k
47,k
48,k
49,k
50,k
51,k
52,k
53,k
54,k
55,k
56,k
57,k
58,k
59,k
60,k
61,k
62,k
63,k
64,k
65,k
66,k
67,k
68,k
69,k
70,k
71,k
72,k
73,k
74,k
75,k
76,k
77,k
78,k
79,k
80,k
81,k
82,k
83,k
84,k
85,k
86,k
87,k
88,k
89,k
90,k
91,k
92,k
93,k
94,k
95,k
96,k
97,k
98,k
99,k
100,k
101,k
102,k
103,k
104,k
105,k
106,k
107,k
108,k
109,k
110,k
111,k
112,k
113,k
114,k
115,k
116,k
117,k
118,k
119,k
120,k
121,k
122,l
123,l
124,l
125,l
126,l
127,l
128,l
129,l
130,l
131,l
132,l
133,l
134,l
135,l
136,l
137,l
138,l
139,l
140,l
141,l
142,l
143,l
144,l
145,l
146,l
147,l
148,l
149,l
150,l
151,l
152,l
153,l
154,l
155,l
156,l
157,l
158,l
159,l
160,l
161,l
162,l
163,l
164,l
165,l
166,l
167,l
168,l
169,l
170,l
171,l
172,l
173,l
174,l
175,l
176,l
177,l
178,l
179,l
180,l
181,l
182,l
183,l
184,l
185,l
186,l
187,l
188,l
189,l
190,l
191,l
192,l
193,l
194,l
195,l
196,l
197,l
198,l
199,l
200,l
201,l
202,l
203,l
204,l
205,l
206,l
207,l
208,l
209,l
210,l
211,l
212,l
213,l
214,l
215,l
216,l
217,l
218,l
219,l
220,l
221,l
222,l
223,l
224,l
225,l
226,l
227,l
228,l
229,l
230,l
231,l
232,l
233,l
234,t
235,t
