Frame,Predict
12,y2
13,y2
14,h
15,h
16,p
17,p
18,p
19,p
20,p
21,p
22,p
23,p
24,p
25,p
26,p
27,p
28,p
29,p
30,p
31,p
32,p
33,p
34,p
35,p
36,p
37,p
38,p
39,p
40,p
41,p
42,p
43,p
44,p
45,p
46,p
47,p
48,p
49,p
50,p
51,p
52,p
53,p
54,p
55,p
56,p
57,p
58,p
59,p
60,p
61,p
62,p
63,p
64,p
65,p
66,p
67,p
68,p
69,p
70,p
71,p
72,p
73,p
74,p
75,p
76,p
77,p
78,p
79,p
80,p
81,p
84,3
85,3
86,3
87,3
88,3
89,3
90,2
91,2
96,2
97,2
98,2
99,2
100,2
101,2
102,3
103,3
104,3
105,3
106,2
107,2
108,3
109,3
110,3
111,3
112,3
113,3
114,3
115,3
116,2
117,2
118,3
119,3
120,3
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,2
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,2
143,2
144,2
145,2
146,3
147,3
148,3
149,3
150,2
151,2
152,2
153,2
154,3
155,3
156,3
157,2
158,2
159,3
160,3
161,3
162,3
163,3
164,2
165,3
166,3
167,3
168,3
169,2
170,2
171,2
