Frame,Predict
10,c
11,c
12,c
13,c
14,c
15,c
16,c
17,c
18,c
19,c
20,c
21,c
22,c
23,c
24,c
25,c
26,c
27,c
28,c
29,c
30,c
31,c
32,c
33,c
34,c
35,c
36,c
37,c
38,c
39,c
40,c
41,c
42,c
43,c
44,c
45,c
46,c
47,c
48,c
49,c
50,c
51,c
52,c
53,c
54,c
55,c
56,c
57,c
58,c
59,c
60,c
61,3
62,3
63,3
64,3
65,3
66,h
67,h
68,h
69,h
70,h
71,h
72,h
73,h
74,h
75,h
76,h
77,h
78,h
79,h
80,h
81,h
82,h
83,h
84,h
85,h
86,h
87,h
88,h
89,h
90,h
91,h
92,h
93,h
94,h
95,h
96,h
97,h
98,h
99,h
100,h
101,h
102,h
103,h
104,h
105,h
106,h
107,h
108,h
109,h
110,h
111,h
112,h
113,h
114,h
115,h
116,h
117,t
118,k
119,3
120,3
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,2
129,2
130,2
131,2
132,2
133,2
134,2
135,2
136,2
137,2
138,2
139,2
140,2
141,2
142,2
143,2
144,2
145,2
146,2
147,2
148,2
149,2
150,2
151,2
152,2
153,2
154,2
155,2
156,2
157,3
158,3
159,2
160,2
161,2
162,2
163,2
164,2
165,3
166,3
167,2
168,2
169,2
170,2
171,2
172,3
173,3
174,3
175,3
176,3
177,3
178,3
179,3
180,3
