Frame,Predict
10,k
11,k
12,k
13,k
14,k
15,k
16,k
17,k
18,k
19,k
20,k
21,k
22,k
23,k
24,k
25,k
26,k
27,k
28,k
29,k
30,k
31,k
32,k
33,k
34,k
35,k
36,k
37,k
38,k
39,k
40,k
41,k
42,k
43,k
44,k
45,k
46,k
47,k
48,k
49,k
50,k
51,k
52,k
53,k
54,k
55,k
56,k
57,k
58,k
59,k
60,k
61,k
62,k
63,k
64,k
65,k
66,k
67,k
68,k
69,k
70,k
71,k
72,k
73,k
74,k
75,k
76,k
77,k
78,k
79,k
80,k
81,k
82,k
83,k
84,k
85,k
86,k
87,k
88,k
89,k
90,k
91,k
92,k
93,k
94,k
95,k
96,k
97,k
98,k
99,k
100,3
101,3
102,3
103,3
104,3
105,3
106,3
107,3
108,3
109,3
110,3
111,3
112,3
114,r
115,r
116,3
117,3
118,3
119,3
120,3
121,3
122,3
123,3
124,3
125,3
126,3
127,3
128,3
129,3
130,3
131,3
132,3
133,3
134,3
135,3
136,3
137,3
138,3
139,3
140,3
141,3
142,3
143,3
144,3
145,3
146,3
147,3
148,3
149,3
150,3
151,3
152,3
153,3
154,3
155,3
156,3
157,3
158,3
159,3
160,3
161,3
162,3
163,3
164,3
165,3
166,3
167,3
168,3
169,3
170,3
171,3
172,3
173,3
174,3
175,3
176,3
177,3
178,3
179,3
180,l
181,3
182,3
183,3
184,3
185,2
186,2
187,r
188,r
