Frame,Predict
5,c
6,c
7,c
8,c
9,c
10,c
11,c
12,c
13,c
14,c
15,c
16,c
17,c
18,c
19,c
20,c
21,c
22,c
23,c
24,c
25,c
26,c
27,c
28,c
29,c
30,c
31,c
32,c
33,c
34,3
35,3
36,h
37,h
38,h
39,h
40,h
41,h
42,h
43,h
44,h
45,h
46,h
47,h
48,h
49,h
50,h
51,h
52,h
53,h
54,h
55,h
56,h
57,h
58,h
59,h
60,h
61,h
62,h
63,h
64,h
65,h
66,h
67,h
68,h
69,3
70,3
71,3
72,3
73,r
74,r
75,2
76,2
77,2
78,2
79,2
80,2
81,2
82,2
83,2
84,2
85,2
86,2
87,2
88,2
89,2
90,2
91,2
92,2
93,2
94,2
95,2
96,2
97,2
98,2
99,2
100,2
101,2
102,w
103,r
